sat,scholarship,gpa
1550,0,1.9760001
1370,0,1.8959999
1850,0,2.0879998
2250,1,3.04
1340,0,1.472
2300,0,2.8599999
2100,1,2.4100001
1480,0,1.592
1520,0,1.9760001
1890,0,2.368
1920,0,2.1200001
1440,0,1.984
2390,1,2.8499999
1210,0,1.784
1260,1,2.5680001
2030,0,2.392
830,0,1.872
1110,0,1.864
1540,0,2.0879998
1820,0,2.1200001
1280,0,1.5600001
2400,1,2.99
1100,0,1.984
930,1,2.312
690,0,2.056
860,0,1.7040001
1070,0,1.6
1860,0,2.24
1510,0,1.8399999
2290,1,3.1500001
1870,0,1.5039999
2100,1,2.48
1400,0,2.0639999
2080,0,2.3040001
1780,0,1.9120001
1250,1,1.7360001
1010,0,2.408
1120,0,2.1919999
1300,0,1.96
610,1,1.8959999
2070,1,1.9280001
1740,0,1.528
1110,1,1.768
1260,0,1.776
1000,0,1.552
2190,1,2.5799999
1530,0,2.016
1500,0,2.0479999
1170,0,1.7920001
680,0,1.528
1550,0,1.528
1510,0,2.5120001
1730,0,1.7120001
2210,1,3.4000001
1910,1,2.1600001
1950,1,2.112
1230,0,2.2639999
630,0,1.5039999
1890,0,2.0639999
1990,0,2.4559999
1620,0,2.016
1180,0,2.1600001
840,0,1.4319999
920,0,1.528
710,0,1.6719999
2350,0,3.1300001
1950,0,1.6959999
610,1,2.0479999
1980,0,1.9680001
960,0,2.112
760,0,1.8959999
1360,0,1.8879999
1100,0,1.7920001
2050,0,2.2479999
900,0,1.864
2330,1,2.97
680,0,1.4960001
1330,0,2.4559999
850,0,1.6719999
690,0,2.112
1720,0,1.992
1700,0,2.1360002
660,0,1.688
2310,1,3.05
1120,0,1.9360001
1900,0,2.184
710,0,2.224
1350,0,2.4400001
2150,1,3.46
1270,0,2.2879999
2390,1,2.8299999
2400,1,2.8299999
1330,1,2.312
2100,1,2.99
1820,0,2.2479999
710,0,1.8479999
1290,0,1.5600001
2260,1,3.4200001
910,0,1.952
1040,0,1.96
2220,1,2.9300001
1540,0,1.5680001
640,0,2.2079999
1350,0,2.224
1230,0,2.312
2340,0,2.4200001
1400,0,2.0079999
1150,0,1.824
1450,0,2.0079999
2000,0,2.0879998
1870,0,1.8959999
1790,0,2.0879998
670,0,1.7040001
1900,0,1.8559999
2310,1,2.99
1650,0,1.816
1730,0,2.168
770,0,2.1919999
1160,0,2.0639999
1270,0,2.0479999
2210,0,2.96
2040,0,1.992
1450,0,1.9360001
1850,0,2.2479999
2260,1,3.0699999
1380,1,1.7120001
1840,0,1.104
2300,1,3.4200001
780,0,2.408
1320,0,2.1919999
1350,0,2.072
790,0,2.2
1790,0,2.296
1710,0,2.2160001
1090,0,2.4000001
2080,0,2.2079999
1090,0,1.9760001
900,0,2.3759999
2170,1,3.0999999
1870,0,2.3280001
1030,0,1.992
2000,0,1.8559999
1130,0,1.8
1430,0,1.9120001
760,0,2.3040001
820,1,1.864
910,0,1.624
1500,0,1.944
630,0,0.96000004
870,0,1.408
1140,0,1.8959999
1420,0,2.1200001
880,0,2.0799999
1340,0,2.3280001
930,0,1.904
2160,1,3.21
1600,0,2.1600001
1860,0,1.552
1670,0,1.6799999
1550,0,2.1360002
2230,1,2.1400001
1670,0,1.984
1460,0,2.016
1460,0,1.632
